단일/복합,DUR성분명,DUR유형,제형,금기 또는 주의내용,비고
복합,인슐린데글루덱/인슐린아스파트,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,카나글리플로진,임부금기,정제,2등급,
단일,테네리글립틴,임부금기,정제,2등급,
단일,돔페리돈 - 팔리페리돈,병용금기,,,
단일,돔페리돈 - 클로르프로마진,병용금기,,,
단일,돔페리돈 - 플루코나졸,병용금기,,,
단일,돔페리돈 - 케토코나졸,병용금기,,,
단일,돔페리돈 - 메토클로프라미드,병용금기,,,
단일,돔페리돈 - 넬피나비어,병용금기,,,
단일,돔페리돈 - 필시카이니드,병용금기,,,
단일,돔페리돈 - 피모지드,병용금기,,,
단일,돔페리돈 - 포사코나졸,병용금기,,,
단일,돔페리돈 - 텔리트로마이신,병용금기,,,
단일,돔페리돈 - 보리코나졸,병용금기,,,
단일,돔페리돈 - 에바스틴,병용금기,,,
단일,돔페리돈 - 에스시탈로프람,병용금기,,,
단일,돔페리돈 - 할로페리돌,병용금기,,,
단일,돔페리돈 - 메퀴타진,병용금기,,,
단일,돔페리돈 - 미졸라스틴,병용금기,,,
단일,돔페리돈 - 목시플록사신,병용금기,,,
단일,돔페리돈 - 닐로티닙,병용금기,,,
단일,돔페리돈 - 펜타미딘,병용금기,,,
단일,돔페리돈 - 라도티닙,병용금기,,,
단일,돔페리돈 - 리스페리돈,병용금기,,,
단일,돔페리돈 - 소타롤,병용금기,,,
단일,돔페리돈 - 트라조돈염산염,병용금기,,,
단일,돔페리돈 - 아타자나비르,병용금기,,,
단일,돔페리돈 - 드로네다론,병용금기,,,
단일,돔페리돈 - 에바스틴,병용금기,,,
단일,돔페리돈 - 에리트로마이신,병용금기,,,
단일,돔페리돈 - 레보플록사신,병용금기,,,
단일,돔페리돈 - 옥사토마이드,병용금기,,,
단일,돔페리돈 - 프루칼로프라이드,병용금기,,,
단일,돔페리돈 - 리토나비르,병용금기,,,
단일,돔페리돈 - 리토나비르,병용금기,,,
단일,돔페리돈 - 반데타닙,병용금기,,,
단일,돔페리돈 - 아지트로마이신,병용금기,,,
단일,돔페리돈 - 비칼루타미드,병용금기,,,
단일,돔페리돈 - 시탈로프람,병용금기,,,
단일,돔페리돈 - 데가렐릭스,병용금기,,,
단일,돔페리돈 - 아나그렐리드,병용금기,,,
단일,돔페리돈 - 삼산화비소,병용금기,,,
단일,돔페리돈 - 베다퀼린,병용금기,,,
단일,돔페리돈 - 핀골리모드,병용금기,,,
단일,돔페리돈 - 그라니세트론,병용금기,,,
단일,돔페리돈 - 아미설프리드,병용금기,,,
단일,돔페리돈 - 클래리트로마이신,병용금기,,,
단일,돔페리돈 - 다루나비르,병용금기,,,
단일,돔페리돈 - 돌라세트론,병용금기,,,
단일,돔페리돈 - 인디나빌,병용금기,,,
단일,돔페리돈 - 메토클로프라미드,병용금기,,,
단일,돔페리돈 - 아미오다론,병용금기,,,
단일,돔페리돈 - 시프로플록사신,병용금기,,,
단일,돔페리돈 - 이트라코나졸,병용금기,,,
단일,돔페리돈 - 벤라팍신,병용금기,,,
단일,돔페리돈 - 온단세트론,병용금기,,,
단일,돔페리돈 - 토레미펜,병용금기,,,
단일,돔페리돈 - 지프라시돈,병용금기,,,
복합,라미부딘/아바카비르 - 엠트리시타빈,병용금기,,,
단일,라미부딘 - 엠트리시타빈,병용금기,,,
단일,라미부딘 - 엠트리시타빈,병용금기,,,
복합,라미부딘/지도부딘 - 엠트리시타빈,병용금기,,,
복합,라미부딘/아바카비르 - 엠트리시타빈,병용금기,,,
단일,라미부딘 - 엠트리시타빈,병용금기,,,
복합,라미부딘/지도부딘 - 엠트리시타빈,병용금기,,,
복합,라미부딘/지도부딘 - 엠트리시타빈,병용금기,,,
복합,라미부딘/아바카비르 - 엠트리시타빈,병용금기,,,
단일,키실로메타졸린 - 라사길린,병용금기,,,
단일,키실로메타졸린 - 모클로베미드,병용금기,,,
단일,키실로메타졸린 - 셀레길린염산염,병용금기,,,
단일,키실로메타졸린,특정연령대금기,"일반액상분무제,정량액상분무제,일반분말분무제,정량분말분무제",2세 미만,
복합,디클로페낙/미소프로스톨,용량주의,정제,디클로페낙나트륨 100밀리그램/미소프로스톨 400마이크로그램,디클로페낙나트륨 100밀리그램/미소프로스톨 400마이크로그램
단일,디클로페낙,용량주의,정제,디클로페낙나트륨 100밀리그램 또는 디클로페낙칼륨 100밀리그램,디클로페낙나트륨 100밀리그램 또는 디클로페낙칼륨 100밀리그램
단일,노르트립틸린,노인주의,,,
단일,도티에핀,노인주의,,,
단일,디아제팜,노인주의,,,
단일,멕사졸람,노인주의,,,
단일,아목사핀,노인주의,,,
단일,아미트리프틸린,노인주의,,,
단일,쿠아제팜,노인주의,,,
단일,퀴누프라민,노인주의,,,
단일,클로나제팜,노인주의,,,
단일,클로라제핀산,노인주의,,,
복합,클로르디아제폭시드/클리디늄,노인주의,,,
단일,클로르디아제폭시드,노인주의,,,
단일,클로미프라민,노인주의,,,
단일,클로바잠,노인주의,,,
단일,플루니트라제팜,노인주의,,,
단일,플루라제팜,노인주의,,,
단일,피나제팜,노인주의,,,
복합,글리메피리드/피오글리타존,용량주의,정제,글리메피리드 8밀리그램/피오글리타존 30밀리그램,글리메피리드 8밀리그램/피오글리타존 30밀리그램
복합,글리메피리드/메트포르민,용량주의,"서방성필름코팅정,정제","글리메피리드 8밀리그램/메트포르민염산염 2,000밀리그램","글리메피리드 8밀리그램/메트포르민염산염 2,000밀리그램"
복합,글리벤클라미드/메트포르민,용량주의,정제,"글리벤클라미드 20밀리그램/메트포르민염산염 2,000밀리그램","글리벤클라미드 20밀리그램/메트포르민염산염 2,000밀리그램"
복합,글리클라지드/메트포르민,용량주의,정제,"글리클라지드 320밀리그램/메트포르민염산염 2,000밀리그램","글리클라지드 320밀리그램/메트포르민염산염 2,000밀리그램"
단일,글리클라지드,용량주의,나정,글리클라지드 320밀리그램,글리클라지드 320밀리그램
단일,글리클라지드,용량주의,서방정,글리클라지드 120밀리그램,글리클라지드 120밀리그램
단일,글리피지드,용량주의,정제,글리피지드 40밀리그램,글리피지드 40밀리그램
단일,레파글리니드,용량주의,정제,레파글리니드 16밀리그램,레파글리니드 16밀리그램
단일,로시글리타존말레산염,용량주의,정제,8밀리그램,8밀리그램
복합,메트포르민/피오글리타존,용량주의,정제,"메트포르민 2,500밀리그램/피오글리타존 30밀리그램","메트포르민 2,500밀리그램/피오글리타존 30밀리그램"
단일,메트포르민,용량주의,"나정,필름코팅정","메트포르민염산염 2,550밀리그램","메트포르민염산염 2,550밀리그램"
단일,메트포르민,용량주의,"서방정,서방성필름코팅정","메트포르민염산염 2,000밀리그램","메트포르민염산염 2,000밀리그램"
복합,메트포르민/리나글립틴,용량주의,정제,"메트포르민 2,000밀리그램/리나글립틴 5밀리그램","메트포르민 2,000밀리그램/리나글립틴 5밀리그램"
복합,메트포르민/삭사글립틴,용량주의,서방성필름코팅정,"메트포르민 2,000밀리그램/삭사글립틴 5밀리그램","메트포르민 2,000밀리그램/삭사글립틴 5밀리그램"
복합,메트포르민/레파글리니드,용량주의,정제,"메트포르민 2,500밀리그램/레파글리니드 10밀리그램","메트포르민 2,500밀리그램/레파글리니드 10밀리그램"
복합,메트포르민/제미글립틴,용량주의,서방성필름코팅정,"메트포르민 2,000밀리그램/제미글립틴 50밀리그램","메트포르민 2,000밀리그램/제미글립틴 50밀리그램"
복합,메트포르민/시타글립틴,용량주의,정제,"메트포르민 2,000밀리그램/시타글립틴 100밀리그램","메트포르민 2,000밀리그램/시타글립틴 100밀리그램"
복합,메트포르민/빌다글립틴,용량주의,정제,"메트포르민 2,000밀리그램/빌다글립틴 100밀리그램","메트포르민 2,000밀리그램/빌다글립틴 100밀리그램"
단일,빌다글립틴,용량주의,정제,빌다글립틴 100밀리그램,빌다글립틴 100밀리그램
단일,시타글립틴,용량주의,정제,시타글립틴 100밀리그램,시타글립틴 100밀리그램
단일,알로푸리놀,용량주의,정제,알로푸리놀 800밀리그램,알로푸리놀 800밀리그램
단일,제미글립틴,용량주의,정제,제미글립틴 50밀리그램,제미글립틴 50밀리그램
단일,트리엔틴염산염,용량주의,캡슐,2그램,2그램
단일,피오글리타존,용량주의,정제,30밀리그램,30밀리그램
단일,3'-데옥시-3'-플루오로티미딘(18F),임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,가도부트롤,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,골리무맙,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,과플루오르부탄,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,다비가트란에텍실레이트,임부금기,캡슐,2등급,
단일,덱스메데토미딘,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,도리페넴,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,디에노게스트,임부금기,정제,2등급,
단일,라사길린,임부금기,정제,2등급,
단일,라코사미드,임부금기,"정제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제,용액주사제,액상시럽제,건조시럽용 과립제",2등급,
단일,랄테그라빌,임부금기,정제,2등급,
단일,레고라페닙,임부금기,정제,2등급,
단일,레타파물린,임부금기,연고,2등급,
복합,로베글리타존/메트포르민,임부금기,정제,2등급,
단일,로베글리타존,임부금기,정제,2등급,
단일,로테프레드놀 에타보네이트,임부금기,"점안용액제,용액용점안분말제,현탁액점안제,안연고제,안겔,점안주사제",2등급,
단일,로플루밀라스트,임부금기,정제,2등급,
단일,리바록사반,임부금기,정제,2등급,
단일,벨리무맙,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,브롬페낙,임부금기,"점안용액제,용액용점안분말제",2등급,
복합,산화가돌리늄/이오비-디티피에이,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,시나칼세트,임부금기,정제,2등급,
단일,아니둘라펀진,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
복합,아바카비르/라미부딘/돌루테그라비르,임부금기,정제,2등급,
단일,아바카비르,임부금기,정제,2등급,
복합,아바카비르/라미부딘,임부금기,정제,2등급,
단일,약독 황열 생바이러스 17D(AB237주),임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,울리프리스탈,임부금기,정제,1등급,
단일,이그라티모드,임부금기,정제,2등급,
단일,이미다페나신,임부금기,정제,2등급,
복합,인다카테롤/글리코피로니움,임부금기,"정량흡입제, 분말제,캡슐",2등급,
단일,인다카테롤,임부금기,"정량흡입제, 용액제,정량흡입제, 현탁액제,정량흡입제, 분말제,흡입제, 미분류",2등급,
단일,일라프라졸,임부금기,정제,2등급,
복합,제미글립틴/메트포르민,임부금기,정제,2등급,
단일,제미글립틴,임부금기,정제,2등급,
단일,클로스트리디움보툴리눔 독소B형,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,타플루프로스트,임부금기,"점안용액제,용액용점안분말제",2등급,
단일,토실리주맙,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,트라페르민,임부금기,"경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액,일반액상분무제",2등급,
단일,파주플록사신,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,페라미비르,임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,페북소스타트,임부금기,정제,2등급,
단일,페소테로딘,임부금기,서방성필름코팅정,2등급,
단일,폴라프레징크,임부금기,"정제,과립제,서방성과립제,장용성과립제 ,용액용과립제,현탁액용과립제,서방성현탁액용과립제,발포과립제",2등급,
단일,프루칼로프라이드,임부금기,정제,2등급,
단일,플루오로프로필씨아이티(18F),임부금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2등급,
단일,플루티카손,임부금기,"경구용현탁액제,크림",2등급,
단일,나라트립탄,용량주의,정제,나라트립탄 5밀리그램,나라트립탄 5밀리그램
단일,나프록센,용량주의,"정제,경구용액제,캡슐",나프록센 1250밀리그램,나프록센 1250밀리그램
단일,나프록센나트륨,용량주의,"정제,캡슐",나프록센나트륨 1350밀리그램,나프록센나트륨 1350밀리그램
단일,네포팜염산염,용량주의,용액주사제,네포팜염산염 120밀리그램,네포팜염산염 120밀리그램
단일,로녹시캄,용량주의,"정제,용액용분말주사제",로녹시캄 16밀리그램,로녹시캄 16밀리그램
단일,로라제팜,용량주의,정제,로라제팜 10밀리그램,로라제팜 10밀리그램
단일,록소프로펜,용량주의,정제,록소프로펜나트륨 180밀리그램,록소프로펜나트륨 180밀리그램
단일,모니플루메이트,용량주의,정제,"모니플루메이트 1,400밀리그램","모니플루메이트 1,400밀리그램"
단일,부시라민,용량주의,정제,부시라민 300밀리그램,부시라민 300밀리그램
단일,수마트립탄,용량주의,정제,수마트립탄 300밀리그램,수마트립탄 300밀리그램
단일,시녹시캄,용량주의,정제,시녹시캄 30밀리그램,시녹시캄 30밀리그램
단일,에토돌락,용량주의,"정제,캡슐","에토돌락 1,200밀리그램","에토돌락 1,200밀리그램"
단일,졸미트립탄,용량주의,정제,졸미트립탄 10밀리그램,졸미트립탄 10밀리그램
복합,카페인/에르고타민,용량주의,정제,카페인무수물 600밀리그램/에르고타민타르타르산염 6밀리그램,카페인무수물 600밀리그램/에르고타민타르타르산염 6밀리그램
단일,케토롤락,용량주의,정제,40밀리그램,40밀리그램
단일,케토롤락,용량주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",90밀리그램,90밀리그램
복합,코데인/이부프로펜/아세트아미노펜,용량주의,캡슐,120밀리그램,120밀리그램
단일,코데인,용량주의,정제,240밀리그램,240밀리그램
단일,테녹시캄,용량주의,"용액용동결건조분말주사제,정제",20밀리그램,20밀리그램
단일,트라마돌,용량주의,"정제,캡슐,용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",400밀리그램,400밀리그램
단일,페노프로펜,용량주의,"정제,캡슐",3그램,3그램
단일,포수클로랄,용량주의,"액상시럽제,건조시럽용 과립제",1그램,1그램
단일,프로파세타몰,용량주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",8그램,8그램
단일,피록시캄,용량주의,"정제,캡슐,용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",20밀리그램,20밀리그램
단일,피록시캄베타-사이클로덱스트린,용량주의,정제,20밀리그램,20밀리그램
단일,피록시캄칼륨,용량주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",20밀리그램,20밀리그램
단일,나프록센,투여기간주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",3일,
단일,니메술리드,투여기간주의,정제,15일,
단일,디클로페낙,투여기간주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2일,
단일,디클로페낙,투여기간주의,정제,14일,
단일,케토롤락,투여기간주의,정제,7일,
단일,케토롤락,투여기간주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",2일,
단일,다비가트란에텍실레이트 - 드로네다론,병용금기,,,
단일,다비가트란에텍실레이트 - 사이클로스포린,병용금기,,,
단일,다비가트란에텍실레이트 - 이트라코나졸,병용금기,,,
단일,도리페넴 - 발프로산,병용금기,,,
단일,라사길린 - 트라마돌,병용금기,,,
단일,라사길린 - 셀레길린염산염,병용금기,,,
단일,라사길린 - 페티딘,병용금기,,,
단일,라사길린 - 세인트존스워트,병용금기,,,
단일,라사길린 - 시클로벤자프린,병용금기,,,
단일,라사길린 - 모클로베미드,병용금기,,,
단일,리바록사반 - 이트라코나졸,병용금기,,,
단일,리바록사반 - 보리코나졸,병용금기,,,
단일,리바록사반 - 아타자나비르,병용금기,,,
단일,리바록사반 - 리토나비르,병용금기,,,
단일,리바록사반 - 코비시스타트,병용금기,,,
단일,리바록사반 - 인디나빌,병용금기,,,
단일,릴피비린 - 리팜피신,병용금기,,,
단일,릴피비린 - 카르바마제핀,병용금기,,,
단일,릴피비린 - 포스페니토인,병용금기,,,
단일,릴피비린 - 세인트존스워트,병용금기,,,
단일,릴피비린 - 오메프라졸,병용금기,,,
단일,릴피비린 - 란소프라졸,병용금기,,,
단일,릴피비린 - 판토프라졸,병용금기,,,
단일,릴피비린 - 일라프라졸,병용금기,,,
단일,릴피비린 - 에스판토프라졸,병용금기,,,
단일,릴피비린 - 에스오메프라졸,병용금기,,,
단일,릴피비린 - 라베프라졸,병용금기,,,
단일,릴피비린 - 레바프라잔,병용금기,,,
단일,릴피비린 - 옥스카르바제핀,병용금기,,,
단일,릴피비린 - 페노바르비탈,병용금기,,,
단일,릴피비린 - 덱스란소프라졸,병용금기,,,
단일,릴피비린 - 페니토인,병용금기,,,
단일,실로도신 - 리토나비르,병용금기,,,
단일,실로도신 - 클래리트로마이신,병용금기,,,
단일,실로도신 - 이트라코나졸,병용금기,,,
단일,아고멜라틴 - 시프로플록사신,병용금기,,,
단일,아고멜라틴 - 플루복사민,병용금기,,,
단일,에트라비린 - 카르바마제핀,병용금기,,,
단일,에트라비린 - 리팜피신,병용금기,,,
단일,에트라비린 - 페노바르비탈,병용금기,,,
단일,에트라비린 - 세인트존스워트,병용금기,,,
단일,에트라비린 - 페니토인,병용금기,,,
단일,이그라티모드 - 와파린,병용금기,,,
단일,이바브라딘 - 클래리트로마이신,병용금기,,,
단일,이바브라딘 - 에리트로마이신,병용금기,,,
단일,이바브라딘 - 넬피나비어,병용금기,,,
단일,이바브라딘 - 리토나비르,병용금기,,,
단일,이바브라딘 - 이트라코나졸,병용금기,,,
단일,톨밥탄 - 리토나비르,병용금기,,,
단일,톨밥탄 - 인디나빌,병용금기,,,
단일,톨밥탄 - 넬피나비어,병용금기,,,
단일,톨밥탄 - 클래리트로마이신,병용금기,,,
단일,톨밥탄 - 이트라코나졸,병용금기,,,
단일,티카그렐러 - 아타자나비르,병용금기,,,
단일,티카그렐러 - 리토나비르,병용금기,,,
단일,티카그렐러 - 클래리트로마이신,병용금기,,,
단일,페북소스타트 - 아자티오프린,병용금기,,,
단일,페북소스타트 - 메르캅토푸린,병용금기,,,
단일,포스아프레피탄트 디메글루민염 - 피모지드,병용금기,,,
단일,다루나비르,특정연령대금기,정제,3세 미만,
단일,아바나필,특정연령대금기,정제,18세 이하,
단일,약독 황열 생바이러스 17D(AB237주),특정연령대금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",6개월 미만,
단일,에파비렌즈,특정연령대금기,정제,3개월 미만,
복합,인산이수소나트륨/인산일수소나트륨,특정연령대금기,관장제,3세 미만,
복합,인산일수소나트륨/인산이수소나트륨,특정연령대금기,"경구용현탁액제,점이제, 현탁액용산제,현탁액제용주사용용제,직장용현탁액제,일반현탁분무제,정량현탁분무제,이식용현탁액제,점이현탁액제,유제,틴크제,전제,침제,레모네이드제,방향수제,주정제,피부액제,피부리니멘트제,도료,샴푸,경구용액제,질세정액,관류제,점이액제,혈액항응고보존액제,밀폐제용용액제,장기보존용액제,주사/피부단자시험용용액,방광내적용용액",5세 이하,
단일,파조파닙,특정연령대금기,정제,2세 미만,
단일,파주플록사신,특정연령대금기,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",18세 이하,
단일,그라니세트론,용량주의,"정제,구강붕해정,용액주사제",그라니세트론 9밀리그램,그라니세트론 9밀리그램
단일,글리코피롤레이트,용량주의,정제,글리코피롤레이트 8밀리그램,글리코피롤레이트 8밀리그램
단일,돔페리돈,용량주의,"정제,과립제,산제,경구용액제",돔페리돈 30밀리그램,돔페리돈 30밀리그램
단일,라모세트론염산염,용량주의,용액주사제,라모세트론염산염 0.6밀리그램,라모세트론염산염 0.6밀리그램
단일,로라카베프,용량주의,"액상시럽제,건조시럽용 과립제",800밀리그램,800밀리그램
단일,로페라미드염산염,용량주의,"정제,캡슐",로페라미드염산염 16밀리그램,로페라미드염산염 16밀리그램
단일,메토클로프라미드,용량주의,용액주사제,메토클로프라미드염산염수화물 30밀리그램,메토클로프라미드염산염수화물 30밀리그램
단일,메토클로프라미드,용량주의,정제,메토클로프라미드염산염 30밀리그램,메토클로프라미드염산염 30밀리그램
복합,메토클로프라미드/판크레아틴,용량주의,정제,메토클로프라미드염산염 30밀리그램,메토클로프라미드염산염 30밀리그램
단일,메트로니다졸,용량주의,정제,메트로니다졸 4그램,메트로니다졸 4그램
단일,반코마이신염산염,용량주의,"캡슐,용액주사제,용액용분말주사제,용액용동결건조분말주사제",반코마이신 2그램,반코마이신 2그램
복합,설박탐나트륨/암피실린,용량주의,"용액주사제,용액용분말주사제",설박탐 4그램,설박탐 4그램
단일,세프트리악손나트륨,용량주의,"용액주사제,용액용분말주사제,용액용동결건조분말주사제,현탁액주사제",세프트리악손 4그램,세프트리악손 4그램
단일,솔리페나신숙신산염,용량주의,정제,솔리페나신숙신산염 10밀리그램,솔리페나신숙신산염 10밀리그램
단일,수니티닙말산염,용량주의,캡슐,수니티닙 87.5밀리그램,수니티닙 87.5밀리그램
단일,슈도에페드린,용량주의,정제,슈도에페드린염산염 240밀리그램,슈도에페드린염산염 240밀리그램
단일,시메티딘,용량주의,정제,시메티딘 2.4그램,시메티딘 2.4그램
단일,시클로세린,용량주의,캡슐,시클로세린 1그램,시클로세린 1그램
단일,시트르산칼륨,용량주의,서방정,"시트르산칼륨수화물 10,800밀리그램","시트르산칼륨수화물 10,800밀리그램"
단일,아나그렐리드,용량주의,캡슐,아나그렐리드 10밀리그램,아나그렐리드 10밀리그램
단일,아미카신,용량주의,"용액주사제,유화주사제,용액용분말주사제,서방성현탁액용분말주사제,용액용동결건조분말주사제,현탁액용동결건조분말주사제,서방성현탁액용동결건조분말주사제,리포좀화현탁액용동결건조분말주사제,현탁액주사제,서방성현탁액성주사제",아미카신 1.5그램,아미카신 1.5그램
단일,아즈트레오남,용량주의,"용액용분말주사제,용액용동결건조분말주사제",아즈트레오남 8그램,아즈트레오남 8그램
단일,에리트로마이신,용량주의,"캡슐,액상시럽제,건조시럽용 과립제",에리트로마이신 4그램,에리트로마이신 4그램
단일,클로미프라민,용량주의,정제,15밀리그램,15밀리그램
단일,탈리도마이드,용량주의,캡슐,400밀리그램,400밀리그램
단일,테르부탈린황산염,용량주의,정제,15밀리그램,15밀리그램
